Asset_ID,Asset_Value,Maintenance_Cost,Age,Compliance_Status,Cybersecurity_Score,Physical_Security_Score,Vendor_Risk_Score,Environmental_Risk,Previous_Incidents
906,86511,16645,8,TRUE,43,81,10,0,1 (Malware)
907,76370,72817,0,TRUE,4,57,2,2,2 (Data Breach)
908,77371,14740,4,TRUE,18,100,49,1,2 (Data Breach)
909,41709,60808,0,FALSE,55,65,7,1,0
910,75097,80039,8,TRUE,21,19,9,3,3 (Physical Theft)
911,27272,4151,3,TRUE,34,51,24,1,0
912,82666,32075,0,FALSE,74,50,16,0,1 (Malware)
913,38378,98671,1,FALSE,68,31,47,3,3 (Physical Theft)
914,37569,79977,3,TRUE,89,92,80,0,1 (Malware)
915,64637,65829,4,TRUE,94,37,91,2,3 (Physical Theft)
916,68148,71442,2,TRUE,6,61,10,1,2 (Data Breach)
917,76667,12395,1,TRUE,32,68,87,0,0
918,8135,79994,8,TRUE,48,5,84,0,3 (Physical Theft)
919,71743,86349,4,TRUE,78,92,58,3,2 (Data Breach)
920,6198,8812,2,TRUE,93,5,74,2,1 (Malware)
921,746,46935,3,TRUE,17,28,19,0,0
922,95873,17626,6,TRUE,70,5,91,2,0
923,30895,87255,5,FALSE,54,72,59,3,3 (Physical Theft)
924,69938,58789,2,FALSE,7,49,59,3,3 (Physical Theft)
925,51227,39060,1,TRUE,55,25,71,2,3 (Physical Theft)
926,4241,61633,7,TRUE,99,78,0,3,3 (Physical Theft)
927,80093,38336,7,FALSE,12,53,59,0,3 (Physical Theft)
928,71659,8027,6,FALSE,7,14,59,1,0
929,14505,28241,1,TRUE,71,26,88,0,0
930,23229,5633,7,TRUE,68,29,53,0,1 (Malware)
931,27888,16467,2,FALSE,11,39,71,0,0
932,65964,30291,2,TRUE,3,96,67,0,2 (Data Breach)
933,76126,28507,6,FALSE,92,44,40,2,3 (Physical Theft)
934,80766,52047,4,FALSE,31,8,61,1,3 (Physical Theft)
935,254,75936,0,FALSE,42,67,6,0,3 (Physical Theft)
936,83583,52641,4,TRUE,31,85,28,3,2 (Data Breach)
937,62783,95659,0,FALSE,89,33,51,2,1 (Malware)
938,85502,29219,8,FALSE,85,39,94,0,1 (Malware)
939,42063,28749,10,TRUE,9,60,20,0,1 (Malware)
940,74987,84311,10,FALSE,37,17,94,1,0
941,30361,38720,2,TRUE,45,55,98,1,3 (Physical Theft)
942,51301,91969,9,FALSE,78,72,57,3,2 (Data Breach)
943,14502,26381,6,TRUE,6,75,62,3,1 (Malware)
944,78412,6013,4,FALSE,24,28,31,0,2 (Data Breach)
945,79442,29340,1,FALSE,36,85,15,1,3 (Physical Theft)
946,86108,91013,3,TRUE,5,64,24,0,1 (Malware)
947,43419,59405,10,FALSE,68,51,16,0,3 (Physical Theft)
948,10353,37220,2,TRUE,62,5,40,2,0
949,69120,58105,5,TRUE,4,45,37,2,2 (Data Breach)
950,30619,79107,8,TRUE,96,96,95,1,3 (Physical Theft)
951,60288,95946,7,FALSE,25,4,59,2,3 (Physical Theft)
952,85844,78076,5,TRUE,44,29,12,2,1 (Malware)
953,17147,63631,9,TRUE,98,42,2,2,1 (Malware)
954,43852,9449,1,TRUE,67,76,11,2,1 (Malware)
955,27273,63502,4,TRUE,53,48,68,3,0
956,3580,46156,1,TRUE,41,48,9,2,3 (Physical Theft)
957,32202,24862,8,TRUE,36,85,76,3,3 (Physical Theft)
958,88742,48989,0,FALSE,28,84,36,1,2 (Data Breach)
959,37164,74629,3,FALSE,32,57,46,2,0
960,55429,30555,7,FALSE,60,39,12,1,0
961,60481,67208,3,TRUE,81,8,3,2,0
962,25158,19047,5,TRUE,43,23,29,0,0
963,41218,92025,1,FALSE,34,4,82,3,0
964,39911,61171,3,FALSE,50,73,50,3,0
965,78857,93413,4,FALSE,91,67,70,2,3 (Physical Theft)
966,3468,50290,1,FALSE,93,36,93,1,3 (Physical Theft)
967,67714,66062,10,TRUE,38,39,41,1,0
968,41870,82305,7,TRUE,18,25,74,3,0
969,12779,86336,2,FALSE,14,4,93,0,0
970,88680,52614,3,TRUE,72,100,31,2,0
971,30537,43595,5,FALSE,34,5,92,2,0
972,50970,26796,7,FALSE,75,24,21,3,3 (Physical Theft)
973,25228,86481,6,TRUE,30,93,3,1,3 (Physical Theft)
974,35548,50027,10,FALSE,3,15,90,3,3 (Physical Theft)
975,66397,60402,6,TRUE,10,54,67,3,1 (Malware)
976,15495,23411,9,TRUE,68,79,26,0,0
977,12583,29325,3,FALSE,77,82,8,1,2 (Data Breach)
978,40839,83978,0,TRUE,6,66,22,3,0
979,25450,4736,8,TRUE,23,64,72,3,3 (Physical Theft)
980,18475,71008,10,TRUE,70,41,2,0,1 (Malware)
981,25203,25003,9,FALSE,98,81,94,0,3 (Physical Theft)
982,77909,79908,2,FALSE,0,4,71,0,2 (Data Breach)
983,47503,60544,0,TRUE,13,78,89,1,3 (Physical Theft)
984,45216,21524,2,FALSE,40,92,26,1,0
985,72778,683,5,FALSE,11,52,81,3,1 (Malware)
986,43273,87784,3,FALSE,36,71,90,2,0
987,1605,85389,6,FALSE,18,62,70,1,3 (Physical Theft)
988,30363,47358,6,TRUE,22,5,22,2,1 (Malware)
989,48509,77608,3,TRUE,51,58,29,0,1 (Malware)
990,71081,32144,0,FALSE,8,96,28,1,0
991,523,86948,1,FALSE,95,81,12,3,2 (Data Breach)
992,44375,44392,9,FALSE,33,81,95,1,2 (Data Breach)
993,94035,36209,8,FALSE,78,11,14,1,0
994,85900,24320,1,FALSE,85,46,67,0,1 (Malware)
995,64543,27841,6,TRUE,66,72,75,1,1 (Malware)
996,47790,8740,1,TRUE,60,5,82,2,1 (Malware)
997,357,60070,5,TRUE,58,7,79,3,2 (Data Breach)
998,14887,25283,7,FALSE,74,67,91,0,3 (Physical Theft)
999,37445,61346,0,FALSE,28,21,89,1,0
1000,29249,53621,3,TRUE,35,28,58,3,2 (Data Breach)
