Asset_ID,Asset_Type,Asset_Value(in dollar),Location,Maintenance_Cost,Age,Compliance_Status,Cybersecurity_Score,Physical_Security_Score,Vendor_Risk_Score,Employee_Access_Level,Environmental_Risk,Previous_Incidents
1,Laptop,56779,Data Center A,3165,2,1,68,79,34,Admin,3,3 (Physical Theft)
3,Server,28893,Data Center A,50155,9,0,82,55,52,Admin,2,1 (Malware)
3,Laptop,68682,Network Room C,20812,4,1,99,98,61,User,2,2 (Data Breach)
3,Laptop,11929,Network Room C,50850,8,1,83,11,5,User,2,3 (Physical Theft)
2,Server,13115,Office B,82878,8,1,79,90,62,Admin,3,3 (Physical Theft)
2,Server,58040,Network Room C,30269,6,0,18,46,29,Admin,2,1 (Malware)
1,Router,64977,Data Center A,76657,6,1,63,95,8,Admin,3,1 (Malware)
3,Router,45355,Office B,85701,7,0,64,62,84,User,3,2 (Data Breach)
2,Server,87817,Data Center A,11894,9,1,45,32,64,Admin,1,0
3,Laptop,86141,Office B,29171,10,0,73,67,6,Admin,1,1 (Malware)
2,Laptop,77758,Data Center A,80050,3,0,76,18,41,User,2,2 (Data Breach)
1,Router,44926,Data Center A,33204,0,1,30,23,58,Admin,2,1 (Malware)
1,Router,10222,Data Center A,7207,10,1,6,32,66,User,1,2 (Data Breach)
1,Router,4438,Office B,14628,5,1,38,84,53,User,2,3 (Physical Theft)
3,Router,91854,Network Room C,27846,4,0,61,52,93,User,1,0
1,Server,30939,Office B,88747,10,0,11,99,100,User,2,3 (Physical Theft)
3,Server,92610,Network Room C,54764,9,1,31,35,53,Admin,1,3 (Physical Theft)
1,Router,18379,Data Center A,39319,10,0,100,13,22,User,1,3 (Physical Theft)
1,Router,24680,Office B,75992,6,1,91,93,0,Admin,2,0
1,Laptop,30186,Network Room C,79678,4,1,22,4,100,User,2,0
3,Laptop,37494,Network Room C,43693,5,0,63,68,54,User,3,2 (Data Breach)
3,Laptop,99983,Office B,81867,8,1,50,51,10,User,2,2 (Data Breach)
1,Router,37253,Office B,74368,8,0,26,60,12,Admin,3,0
3,Server,68054,Data Center A,31465,5,0,40,97,64,Admin,2,3 (Physical Theft)
3,Server,66693,Office B,94143,10,0,83,21,13,User,3,2 (Data Breach)
3,Router,25915,Data Center A,49007,6,0,58,15,56,User,3,2 (Data Breach)
3,Laptop,44164,Office B,12131,7,1,20,59,14,Admin,1,2 (Data Breach)
3,Server,87906,Office B,73436,3,1,24,95,97,User,1,0
1,Router,22424,Office B,40851,7,0,39,72,70,User,1,1 (Malware)
1,Router,26469,Office B,32561,2,0,99,87,67,Admin,1,3 (Physical Theft)
1,Router,93587,Data Center A,84822,3,1,74,90,72,User,2,2 (Data Breach)
2,Router,65067,Network Room C,86428,6,1,80,30,19,User,2,0
1,Server,3042,Data Center A,52659,6,1,5,19,1,User,3,1 (Malware)
1,Router,64559,Data Center A,50780,2,1,27,72,73,Admin,3,2 (Data Breach)
1,Router,77666,Network Room C,43743,3,0,38,93,92,User,1,3 (Physical Theft)
3,Server,31474,Office B,82462,10,0,43,58,50,Admin,1,2 (Data Breach)
3,Laptop,8029,Office B,85583,1,0,49,85,69,User,1,0
2,Router,98550,Office B,80969,9,1,24,88,85,Admin,1,3 (Physical Theft)
2,Server,95988,Data Center A,71146,8,0,78,26,28,User,3,2 (Data Breach)
1,Laptop,33517,Data Center A,59500,5,1,97,59,61,User,2,1 (Malware)
2,Server,35874,Data Center A,19468,0,0,39,9,66,User,3,1 (Malware)
1,Server,85671,Network Room C,96163,8,1,14,50,76,Admin,3,1 (Malware)
2,Server,55326,Network Room C,46806,2,0,37,7,69,Admin,2,1 (Malware)
1,Laptop,67854,Office B,51606,4,1,34,25,34,Admin,2,1 (Malware)
2,Laptop,87720,Network Room C,34839,4,0,24,13,13,Admin,2,1 (Malware)
3,Router,25231,Network Room C,55509,0,1,21,38,61,Admin,1,3 (Physical Theft)
3,Laptop,35422,Network Room C,93799,9,1,0,59,13,Admin,1,1 (Malware)
3,Router,44923,Data Center A,96322,9,0,62,81,2,User,3,0
2,Laptop,74701,Data Center A,4510,3,0,15,61,35,Admin,2,0
2,Router,67993,Network Room C,98603,8,0,22,64,58,Admin,1,0
2,Laptop,3467,Office B,488,3,0,9,26,86,User,2,0
1,Router,89022,Office B,47437,4,0,7,85,47,Admin,3,3 (Physical Theft)
3,Server,2875,Network Room C,58738,7,1,73,54,37,Admin,3,1 (Malware)
3,Laptop,67825,Network Room C,58992,1,1,46,51,18,User,2,0
2,Server,9384,Network Room C,1415,9,0,13,42,33,User,2,1 (Malware)
3,Laptop,7941,Network Room C,36265,0,0,66,59,80,User,3,0
1,Laptop,95529,Network Room C,16134,9,1,53,11,98,User,1,3 (Physical Theft)
3,Server,32876,Network Room C,59869,5,1,5,3,56,User,1,0
1,Laptop,84755,Data Center A,93327,0,1,22,87,70,Admin,2,0
3,Laptop,15928,Data Center A,54064,8,1,96,25,61,Admin,3,2 (Data Breach)
1,Laptop,54880,Office B,44082,1,1,40,18,84,User,1,3 (Physical Theft)
2,Router,68593,Data Center A,54658,9,1,79,0,75,Admin,3,3 (Physical Theft)
1,Server,96332,Network Room C,28551,0,1,30,87,70,Admin,3,2 (Data Breach)
3,Laptop,23398,Network Room C,82190,9,0,84,89,89,User,1,2 (Data Breach)
3,Laptop,8880,Data Center A,3117,10,0,77,93,93,Admin,2,2 (Data Breach)
3,Server,67858,Office B,14826,2,0,95,46,39,User,2,1 (Malware)
1,Laptop,7745,Network Room C,58026,9,0,91,6,39,Admin,1,0
3,Laptop,40081,Office B,81921,3,0,17,37,45,User,1,3 (Physical Theft)
1,Server,34636,Data Center A,27453,4,1,93,36,38,Admin,1,0
3,Server,91573,Office B,92058,5,0,21,96,58,Admin,1,3 (Physical Theft)
2,Router,99066,Network Room C,12347,0,0,9,79,88,User,1,3 (Physical Theft)
1,Laptop,76199,Office B,14699,4,1,24,26,25,User,2,0
2,Router,68869,Data Center A,50668,2,0,32,59,41,User,2,1 (Malware)
1,Server,28588,Data Center A,59017,0,1,68,62,91,Admin,1,0
2,Laptop,51795,Office B,40900,4,1,79,30,95,Admin,1,3 (Physical Theft)
3,Laptop,96492,Office B,65555,0,0,95,43,6,Admin,2,1 (Malware)
3,Router,88112,Office B,1378,6,1,2,95,46,User,3,1 (Malware)
3,Router,69696,Network Room C,12127,0,0,60,68,7,Admin,2,2 (Data Breach)
3,Server,44943,Network Room C,78987,2,1,79,21,58,User,2,2 (Data Breach)
3,Server,86236,Data Center A,26929,9,0,31,36,4,Admin,1,3 (Physical Theft)
1,Server,3061,Data Center A,81041,10,1,33,14,80,User,1,0
2,Server,22883,Data Center A,80938,1,1,48,73,19,Admin,2,1 (Malware)
2,Laptop,6692,Data Center A,58653,8,0,14,63,42,User,3,2 (Data Breach)
1,Router,3455,Data Center A,38238,3,1,37,15,40,Admin,2,2 (Data Breach)
3,Laptop,28757,Network Room C,70222,6,1,2,23,51,User,3,3 (Physical Theft)
2,Router,13395,Data Center A,29766,6,1,82,6,68,Admin,1,1 (Malware)
2,Router,46336,Data Center A,94653,0,1,13,84,88,User,3,1 (Malware)
2,Server,85081,Office B,20474,3,0,74,29,40,Admin,1,1 (Malware)
2,Laptop,62259,Network Room C,90106,7,0,87,79,38,Admin,1,3 (Physical Theft)
2,Laptop,94116,Network Room C,97420,6,0,93,16,72,Admin,1,1 (Malware)
3,Router,81082,Office B,10040,5,1,22,31,40,User,3,2 (Data Breach)
2,Laptop,22435,Network Room C,57112,4,1,62,75,31,Admin,2,2 (Data Breach)
3,Laptop,17124,Network Room C,22978,4,1,9,4,25,Admin,3,2 (Data Breach)
1,Server,14426,Office B,13020,5,0,65,76,46,Admin,3,0
3,Server,92834,Office B,97320,6,0,91,39,67,Admin,2,2 (Data Breach)
3,Laptop,33931,Office B,66711,10,1,63,68,88,User,1,2 (Data Breach)
1,Server,8222,Data Center A,80247,6,1,63,84,54,Admin,3,0
3,Router,71135,Network Room C,73778,9,1,82,56,49,User,3,0
3,Router,10669,Data Center A,19600,2,0,71,72,79,User,2,2 (Data Breach)
1,Laptop,96277,Network Room C,70644,5,1,89,44,34,Admin,2,3 (Physical Theft)
2,Server,77910,Data Center A,89951,9,0,40,37,71,User,2,1 (Malware)
1,Laptop,92693,Data Center A,50358,2,1,31,8,77,User,3,0
3,Laptop,8976,Data Center A,33168,1,0,53,73,3,User,2,3 (Physical Theft)
2,Server,80840,Office B,59620,10,0,21,10,23,Admin,1,2 (Data Breach)
2,Server,74939,Data Center A,68789,9,0,60,71,88,Admin,1,3 (Physical Theft)
3,Server,37903,Office B,28927,10,0,57,66,30,Admin,3,2 (Data Breach)
2,Router,21072,Data Center A,60679,7,0,35,76,56,Admin,2,0
1,Laptop,8783,Office B,74654,6,1,53,24,24,Admin,1,0
1,Laptop,93580,Office B,85347,10,0,72,33,58,Admin,3,0
2,Server,35057,Data Center A,39993,4,0,51,8,19,User,3,3 (Physical Theft)
2,Server,81547,Network Room C,49924,8,0,89,32,44,Admin,3,3 (Physical Theft)
2,Laptop,13049,Network Room C,40374,3,0,58,36,64,User,3,2 (Data Breach)
1,Server,95417,Network Room C,3467,4,1,41,8,49,User,1,0
1,Server,90164,Data Center A,62002,7,0,86,25,26,Admin,3,1 (Malware)
2,Server,38844,Data Center A,13466,6,0,16,55,52,Admin,1,0
1,Laptop,82669,Office B,90396,0,0,15,48,65,Admin,2,0
3,Router,98460,Office B,32810,2,0,72,79,98,User,2,3 (Physical Theft)
2,Server,45710,Network Room C,68073,1,1,89,1,38,User,2,2 (Data Breach)
3,Laptop,76093,Data Center A,51900,4,0,36,95,3,User,3,0
3,Server,21771,Network Room C,29758,7,1,14,12,10,Admin,2,3 (Physical Theft)
3,Router,92239,Data Center A,9993,7,0,18,1,96,Admin,1,3 (Physical Theft)
3,Router,94617,Network Room C,625,7,1,28,58,97,User,2,3 (Physical Theft)
1,Router,49932,Network Room C,51877,10,1,90,32,41,User,2,1 (Malware)
2,Server,895,Data Center A,34377,8,0,33,77,67,User,3,0
2,Router,35079,Office B,94517,2,0,30,8,83,User,3,2 (Data Breach)
1,Router,79952,Office B,17964,4,0,22,63,30,Admin,3,2 (Data Breach)
3,Laptop,72666,Data Center A,63624,1,1,30,5,40,Admin,1,1 (Malware)
2,Server,87672,Data Center A,97001,2,0,76,1,46,Admin,3,0
1,Laptop,79938,Data Center A,23056,1,0,66,10,55,Admin,3,3 (Physical Theft)
3,Laptop,42152,Network Room C,84633,7,0,13,86,34,User,2,0
1,Laptop,30662,Office B,72565,8,1,51,11,90,User,2,2 (Data Breach)
2,Laptop,65495,Data Center A,8072,3,1,28,63,62,User,3,0
1,Laptop,85615,Network Room C,38874,10,1,70,50,32,User,3,0
1,Router,59877,Data Center A,25594,1,1,34,50,92,Admin,2,2 (Data Breach)
1,Router,28788,Data Center A,36727,7,0,51,40,30,Admin,2,0
1,Server,40275,Network Room C,10536,0,1,0,86,12,Admin,1,1 (Malware)
3,Server,63229,Office B,709,4,0,45,54,5,Admin,3,0
2,Server,3724,Office B,37522,0,0,8,15,1,Admin,2,2 (Data Breach)
3,Router,28585,Office B,50380,9,0,75,0,92,Admin,2,3 (Physical Theft)
2,Server,36810,Network Room C,27638,3,1,95,83,57,User,2,2 (Data Breach)
1,Server,80305,Network Room C,78398,2,0,82,21,98,User,3,1 (Malware)
1,Router,98337,Data Center A,72101,4,0,28,2,43,User,2,3 (Physical Theft)
2,Router,74391,Office B,90964,7,0,43,78,3,User,1,0
2,Server,94040,Data Center A,79068,8,0,66,98,66,Admin,2,3 (Physical Theft)
1,Laptop,34323,Data Center A,48669,10,0,39,19,2,Admin,2,3 (Physical Theft)
2,Router,82429,Office B,49453,7,1,96,3,74,Admin,2,3 (Physical Theft)
2,Router,56198,Network Room C,85984,3,0,72,60,31,Admin,3,3 (Physical Theft)
1,Server,79072,Data Center A,94359,5,0,36,30,8,User,1,1 (Malware)
1,Router,91536,Data Center A,15122,0,0,38,90,100,Admin,3,3 (Physical Theft)
1,Router,54951,Data Center A,72091,10,0,43,54,38,Admin,2,1 (Malware)
3,Server,96486,Network Room C,47264,7,0,100,33,92,User,2,0
1,Server,60460,Data Center A,12877,10,0,96,59,68,Admin,1,3 (Physical Theft)
2,Laptop,11152,Data Center A,79019,0,0,56,49,87,Admin,2,3 (Physical Theft)
1,Laptop,23906,Network Room C,74929,1,1,59,48,39,Admin,1,0
3,Router,20170,Network Room C,96405,6,1,94,44,8,Admin,3,3 (Physical Theft)
3,Server,56049,Office B,40011,3,1,26,73,84,Admin,1,0
1,Server,81474,Network Room C,36632,10,1,83,46,66,User,3,1 (Malware)
1,Server,65175,Network Room C,77479,3,0,38,22,8,User,3,3 (Physical Theft)
2,Router,5604,Network Room C,96403,2,1,16,76,16,User,2,0
3,Server,92492,Office B,95812,10,0,92,75,22,Admin,2,2 (Data Breach)
2,Router,50694,Data Center A,7818,3,1,39,16,26,User,3,3 (Physical Theft)
1,Server,47969,Data Center A,35722,4,0,5,6,58,Admin,1,2 (Data Breach)
2,Server,22309,Data Center A,81683,4,0,82,62,50,Admin,3,0
2,Server,76806,Network Room C,90072,2,1,43,18,49,User,1,0
2,Router,19469,Data Center A,43208,0,1,59,59,67,Admin,3,0
2,Laptop,37717,Network Room C,6974,3,0,89,72,25,Admin,2,2 (Data Breach)
1,Laptop,67291,Data Center A,81499,7,1,45,23,8,Admin,3,3 (Physical Theft)
1,Server,61360,Network Room C,49609,2,1,10,47,62,User,3,0
3,Server,48780,Office B,22065,9,0,75,12,13,User,1,0
3,Router,57594,Network Room C,58053,10,1,54,66,66,Admin,2,0
3,Server,90964,Network Room C,48029,0,1,70,68,31,Admin,3,2 (Data Breach)
2,Server,63520,Data Center A,41613,6,0,15,63,20,Admin,2,0
1,Laptop,36656,Data Center A,7742,7,0,76,15,84,Admin,2,1 (Malware)
1,Server,24600,Office B,68369,5,0,36,42,70,User,2,0
3,Laptop,24251,Office B,80161,0,1,86,90,48,Admin,3,0
1,Laptop,78966,Data Center A,22216,2,1,22,87,14,User,1,3 (Physical Theft)
2,Server,3234,Data Center A,54955,5,1,64,52,5,Admin,3,1 (Malware)
2,Router,63696,Data Center A,83206,4,1,90,55,36,Admin,2,3 (Physical Theft)
1,Router,18779,Data Center A,21328,10,1,82,34,3,User,3,2 (Data Breach)
2,Router,89577,Network Room C,52649,6,0,95,93,99,Admin,1,2 (Data Breach)
3,Laptop,84679,Office B,55958,10,0,84,71,26,User,2,1 (Malware)
1,Router,89599,Office B,81412,8,1,9,97,51,Admin,3,0
1,Server,37903,Data Center A,235,2,1,81,16,69,Admin,1,3 (Physical Theft)
3,Server,11817,Network Room C,68738,7,1,21,3,4,Admin,3,1 (Malware)
1,Server,2097,Data Center A,6306,8,1,76,42,5,Admin,3,3 (Physical Theft)
2,Server,37442,Network Room C,3473,9,0,44,24,16,User,1,0
1,Router,99105,Office B,95232,3,0,43,79,96,Admin,1,2 (Data Breach)
2,Laptop,12646,Office B,67648,4,1,36,51,87,User,2,1 (Malware)
3,Laptop,60389,Data Center A,16315,5,1,90,34,4,Admin,1,3 (Physical Theft)
1,Router,15222,Office B,14353,8,0,32,37,59,User,1,1 (Malware)
2,Router,33977,Office B,35093,5,0,68,61,56,Admin,2,0
3,Laptop,13573,Office B,190,8,0,42,13,23,User,3,1 (Malware)
3,Laptop,49715,Network Room C,4407,8,1,66,43,95,User,2,2 (Data Breach)
2,Server,46227,Data Center A,56801,8,0,86,17,14,Admin,2,1 (Malware)
3,Server,41716,Network Room C,6127,10,0,55,2,94,Admin,1,3 (Physical Theft)
3,Router,281,Network Room C,35052,0,1,51,11,81,Admin,3,3 (Physical Theft)
1,Server,29461,Data Center A,29648,9,1,42,19,92,User,1,2 (Data Breach)
2,Router,99742,Office B,45473,10,0,31,94,33,Admin,3,3 (Physical Theft)
1,Server,15341,Office B,99553,5,1,69,73,97,Admin,2,3 (Physical Theft)
3,Laptop,2140,Network Room C,17798,5,0,64,94,75,User,2,1 (Malware)
2,Server,98817,Data Center A,77753,3,1,83,84,22,User,3,1 (Malware)
1,Laptop,24089,Office B,77962,0,0,40,23,82,User,3,1 (Malware)
2,Router,85241,Data Center A,7056,6,1,69,28,69,Admin,1,3 (Physical Theft)
1,Router,71297,Office B,53806,3,0,49,72,45,User,3,2 (Data Breach)
1,Server,45928,Network Room C,70303,9,0,68,100,63,Admin,1,2 (Data Breach)
3,Server,68947,Data Center A,62973,8,0,40,14,13,User,1,2 (Data Breach)
2,Laptop,18816,Data Center A,51547,7,0,13,66,10,User,3,0
3,Server,82190,Network Room C,66424,3,1,88,31,21,Admin,1,3 (Physical Theft)
1,Server,9174,Office B,10971,6,0,30,90,94,Admin,2,0
3,Server,75004,Network Room C,75439,10,0,5,67,31,Admin,3,3 (Physical Theft)
1,Router,37960,Data Center A,12575,7,1,37,51,1,Admin,3,3 (Physical Theft)
2,Router,22452,Office B,36028,5,1,4,86,48,Admin,1,2 (Data Breach)
1,Laptop,96985,Data Center A,33827,7,1,55,81,16,User,2,0
3,Laptop,42735,Office B,75362,5,0,22,49,50,Admin,2,0
3,Router,77107,Data Center A,20335,1,1,18,21,85,Admin,3,0
2,Laptop,25407,Data Center A,43730,5,1,8,21,54,Admin,3,1 (Malware)
2,Router,73417,Network Room C,76656,3,1,61,27,99,Admin,3,2 (Data Breach)
3,Laptop,45125,Data Center A,58163,7,0,10,41,27,Admin,2,2 (Data Breach)
3,Server,81800,Office B,21232,2,0,14,97,16,User,3,0
3,Router,63628,Data Center A,64116,1,0,20,25,17,Admin,2,3 (Physical Theft)
2,Router,18709,Network Room C,22214,8,1,8,21,70,Admin,3,0
2,Laptop,74436,Data Center A,57668,9,0,21,37,22,User,2,2 (Data Breach)
1,Laptop,3878,Network Room C,242,9,0,88,72,44,User,2,3 (Physical Theft)
3,Laptop,72856,Network Room C,60564,9,0,23,90,99,User,3,3 (Physical Theft)
1,Server,260,Data Center A,92156,4,0,44,79,6,User,3,0
2,Laptop,57371,Network Room C,44200,5,1,11,25,57,Admin,1,0
3,Server,68228,Office B,3952,5,0,27,43,68,User,3,3 (Physical Theft)
2,Router,49194,Office B,41136,3,0,81,84,47,User,2,0
1,Router,31012,Network Room C,60352,2,1,51,15,98,User,2,0
2,Laptop,99659,Data Center A,96184,2,0,43,18,32,Admin,3,3 (Physical Theft)
1,Laptop,91832,Data Center A,3224,10,0,9,84,97,User,2,0
3,Server,65213,Data Center A,35081,6,1,85,26,100,User,2,2 (Data Breach)
2,Server,91914,Network Room C,5554,6,1,78,87,86,User,2,2 (Data Breach)
2,Server,43569,Office B,90454,1,1,39,27,35,User,1,2 (Data Breach)
2,Router,95502,Network Room C,66118,5,0,76,22,31,User,3,1 (Malware)
1,Server,90378,Office B,15632,1,0,13,82,49,Admin,2,1 (Malware)
2,Server,22039,Office B,28563,8,0,69,8,12,Admin,3,1 (Malware)
3,Router,66650,Office B,3012,3,0,0,74,68,Admin,3,0
1,Server,44174,Data Center A,30669,2,0,31,70,46,User,2,0
2,Server,20274,Network Room C,61311,1,1,74,15,36,Admin,3,3 (Physical Theft)
1,Server,92626,Data Center A,13724,7,1,33,95,42,User,2,1 (Malware)
1,Server,92168,Data Center A,19382,7,1,77,44,46,User,3,3 (Physical Theft)
2,Server,28591,Office B,21680,4,0,60,98,61,Admin,3,3 (Physical Theft)
2,Server,38890,Office B,8381,5,0,11,85,65,User,2,0
1,Router,32339,Office B,82690,10,0,16,32,12,Admin,1,3 (Physical Theft)
3,Server,51208,Data Center A,94658,3,1,59,29,86,Admin,2,0
2,Server,49627,Network Room C,7273,6,0,61,35,19,Admin,1,0
3,Laptop,85285,Data Center A,48310,0,0,22,84,21,User,3,1 (Malware)
3,Router,91609,Office B,80262,1,1,62,61,72,Admin,2,3 (Physical Theft)
1,Router,78123,Office B,55234,4,1,85,12,89,User,2,1 (Malware)
1,Laptop,44674,Data Center A,45906,2,1,8,44,58,User,1,2 (Data Breach)
2,Server,53736,Data Center A,27969,6,0,76,52,51,Admin,1,2 (Data Breach)
2,Router,32874,Network Room C,25143,9,0,20,69,66,User,2,1 (Malware)
1,Router,97086,Data Center A,73072,0,0,95,61,3,Admin,3,0
3,Server,9616,Data Center A,87284,1,1,69,76,73,User,3,1 (Malware)
3,Laptop,71896,Office B,6635,7,1,64,9,94,User,2,3 (Physical Theft)
2,Laptop,51864,Network Room C,9062,1,1,71,36,81,User,3,1 (Malware)
1,Server,86765,Office B,14787,5,0,22,1,68,User,2,1 (Malware)
2,Server,5687,Network Room C,26635,8,1,82,47,97,User,2,0
2,Server,88291,Data Center A,51942,5,1,68,97,32,Admin,3,3 (Physical Theft)
1,Router,83039,Data Center A,9019,7,1,82,63,86,User,2,0
1,Router,68259,Office B,32531,1,0,51,12,2,Admin,2,2 (Data Breach)
3,Laptop,86267,Network Room C,14763,0,1,23,36,95,User,3,2 (Data Breach)
3,Server,78797,Network Room C,50213,8,1,20,15,20,User,1,0
3,Server,85304,Data Center A,85536,5,1,49,32,12,User,2,1 (Malware)
1,Laptop,90926,Office B,86189,4,0,6,50,38,User,2,3 (Physical Theft)
2,Router,77195,Data Center A,66056,1,0,57,68,44,Admin,1,1 (Malware)
3,Server,35821,Network Room C,56702,9,1,40,82,61,Admin,1,0
2,Laptop,42511,Office B,55498,7,0,95,93,31,User,2,2 (Data Breach)
2,Router,3926,Data Center A,61032,0,1,68,45,75,Admin,2,0
1,Router,59577,Network Room C,99664,2,0,78,65,85,Admin,3,2 (Data Breach)
1,Router,11508,Office B,90491,3,1,3,56,68,User,3,3 (Physical Theft)
1,Server,10778,Data Center A,69038,4,0,41,29,78,User,3,1 (Malware)
3,Router,16112,Network Room C,9240,10,1,46,41,26,Admin,1,2 (Data Breach)
3,Laptop,94892,Data Center A,56250,8,0,18,4,21,User,3,1 (Malware)
1,Laptop,16136,Data Center A,23284,3,0,70,83,19,User,3,1 (Malware)
2,Laptop,38901,Data Center A,67529,10,1,50,55,8,User,1,1 (Malware)
1,Laptop,44867,Data Center A,74079,2,0,41,25,91,Admin,1,0
1,Laptop,28085,Office B,96591,9,1,82,64,18,User,3,3 (Physical Theft)
3,Laptop,89956,Data Center A,77061,4,0,56,16,32,User,2,0
3,Router,88890,Network Room C,26824,3,1,71,92,11,User,1,0
1,Server,23745,Office B,10228,8,0,77,94,28,User,2,3 (Physical Theft)
1,Router,4656,Network Room C,67165,5,1,98,31,58,User,3,1 (Malware)
2,Router,70069,Network Room C,34626,6,0,36,37,9,Admin,1,2 (Data Breach)
1,Router,59752,Office B,34332,6,1,77,93,52,User,1,3 (Physical Theft)
2,Laptop,879,Office B,63032,10,0,37,72,39,Admin,1,2 (Data Breach)
3,Laptop,9952,Data Center A,78795,0,1,77,11,73,User,1,2 (Data Breach)
3,Laptop,39439,Network Room C,72752,10,0,64,99,100,Admin,2,1 (Malware)
1,Router,76529,Office B,28258,9,1,56,77,43,User,2,3 (Physical Theft)
3,Router,82193,Network Room C,11431,2,0,16,96,1,User,2,2 (Data Breach)
2,Server,12980,Office B,59385,5,0,78,85,32,User,3,1 (Malware)
2,Router,1193,Data Center A,7057,0,1,42,19,48,Admin,2,1 (Malware)
2,Router,7380,Data Center A,93109,8,0,19,70,3,Admin,2,2 (Data Breach)
3,Router,60938,Data Center A,71652,3,0,5,36,47,Admin,1,1 (Malware)
1,Server,8499,Network Room C,64856,8,1,31,87,52,Admin,3,0
2,Router,4558,Data Center A,23372,0,0,47,88,56,Admin,3,3 (Physical Theft)
2,Router,79778,Network Room C,86245,0,1,54,57,75,Admin,1,2 (Data Breach)
3,Server,82435,Office B,62430,10,0,80,87,70,User,2,1 (Malware)
3,Server,14350,Office B,21898,5,1,2,98,24,User,3,2 (Data Breach)
2,Server,68372,Office B,72426,6,1,54,41,84,Admin,2,2 (Data Breach)
1,Router,67947,Office B,3777,3,1,50,15,87,User,1,2 (Data Breach)
1,Laptop,63597,Network Room C,30453,6,1,95,25,82,User,1,0
3,Router,54720,Office B,85278,4,1,87,45,12,Admin,2,0
3,Laptop,69092,Office B,43328,0,0,31,94,3,User,1,3 (Physical Theft)
1,Laptop,44372,Data Center A,62666,8,0,23,79,52,Admin,1,2 (Data Breach)
2,Router,88132,Office B,82937,6,0,32,22,38,User,3,0
3,Server,18823,Office B,2302,7,1,60,15,85,User,3,1 (Malware)
3,Laptop,61612,Network Room C,17475,8,1,58,74,76,User,3,3 (Physical Theft)
